loan_id,source,financial_institution,interest_rate,unpaid_principal_bal,loan_term,origination_date,first_payment_date,loan_to_value,number_of_borrowers,debt_to_income_ratio,borrower_credit_score,loan_purpose,insurance_percent,co-borrower_credit_score,insurance_type,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13
7.11E+11,X,"Martinez, Duffy and Bird",4.34,604000,360,1/1/2012,Mar-12,75,1,41,797,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.92E+11,Y,OTHER,4.375,86000,180,3/1/2012,May-12,75,2,34,775,A23,0,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.92E+11,X,"Miller, Mcclure and Allen",3.25,145000,180,1/1/2012,Mar-12,80,1,40,795,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.56E+11,X,OTHER,3.5,411000,180,2/1/2012,Apr-12,74,2,29,683,A23,0,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.70E+11,X,OTHER,4.25,236000,360,1/1/2012,Mar-12,75,1,49,796,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.83E+11,Z,OTHER,3.125,91000,120,1/1/2012,Mar-12,73,1,16,820,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.98E+11,X,OTHER,3.75,94000,360,3/1/2012,May-12,57,2,36,764,A23,0,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.20E+11,X,Browning-Hart,4,586000,360,3/1/2012,May-12,80,1,37,779,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.66E+11,X,OTHER,4,192000,360,2/1/2012,Apr-12,80,1,44,790,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.92E+11,X,Browning-Hart,3.125,180000,180,2/1/2012,Apr-12,42,2,16,808,B12,0,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.34E+11,X,Browning-Hart,4.375,243000,360,2/1/2012,Apr-12,92,1,23,784,A23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.90E+11,X,Browning-Hart,4.5,116000,360,1/1/2012,Mar-12,80,2,8,813,C86,0,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.82E+11,X,"Martinez, Duffy and Bird",4.35,105000,360,2/1/2012,Apr-12,37,1,19,809,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.78E+11,X,Browning-Hart,4.125,197000,360,2/1/2012,Apr-12,32,1,43,812,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.43E+11,X,OTHER,3.99,168000,360,3/1/2012,May-12,97,2,30,792,C86,30,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.34E+11,X,Suarez Inc,3.99,417000,360,2/1/2012,May-12,52,2,43,790,B12,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.90E+11,Z,OTHER,4,101000,360,2/1/2012,Apr-12,65,1,15,806,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.09E+11,X,"Swanson, Newton and Miller",4.375,230000,360,2/1/2012,Apr-12,80,2,27,815,B12,0,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.70E+11,X,OTHER,3.875,216000,240,1/1/2012,Mar-12,79,1,27,795,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.73E+11,X,"Miller, Mcclure and Allen",4.125,200000,240,1/1/2012,Mar-12,80,1,24,794,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.71E+11,X,OTHER,4.25,90000,360,3/1/2012,May-12,32,2,30,801,B12,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.07E+11,Z,Browning-Hart,3.875,405000,360,2/1/2012,Apr-12,33,1,33,716,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.31E+11,Y,Browning-Hart,4.125,248000,360,1/1/2012,Mar-12,80,2,47,788,C86,0,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.89E+11,X,Browning-Hart,4.25,40000,180,2/1/2012,Apr-12,39,2,40,763,A23,0,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.53E+11,X,OTHER,3.99,194000,360,1/1/2012,Feb-12,89,1,30,803,C86,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.69E+11,X,OTHER,3.625,104000,180,1/1/2012,Mar-12,70,1,42,782,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.97E+11,Y,OTHER,3.875,202000,240,1/1/2012,Mar-12,65,1,43,712,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.56E+11,X,"Swanson, Newton and Miller",4,216000,240,1/1/2012,Mar-12,58,2,31,821,A23,0,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.29E+11,X,Browning-Hart,3.875,127000,360,2/1/2012,Apr-12,90,1,44,757,C86,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.69E+11,X,Nicholson Group,3.25,417000,180,3/1/2012,May-12,74,1,33,759,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.48E+11,X,OTHER,3.875,417000,360,1/1/2012,Mar-12,58,2,48,803,B12,0,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.27E+11,X,Browning-Hart,3.875,390000,240,2/1/2012,Apr-12,78,2,14,771,A23,0,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.49E+11,Y,Browning-Hart,3.875,180000,360,1/1/2012,Mar-12,75,1,41,770,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.80E+11,X,"Martinez, Duffy and Bird",3.42,165000,180,2/1/2012,Apr-12,73,1,34,775,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.97E+11,X,Browning-Hart,4.25,534000,300,2/1/2012,Apr-12,67,2,23,775,A23,0,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.42E+11,Y,"Martinez, Duffy and Bird",4,135000,360,3/1/2012,May-12,40,2,25,794,A23,0,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.72E+11,X,"Swanson, Newton and Miller",3.75,75000,180,1/1/2012,Mar-12,56,2,20,785,A23,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.40E+11,X,OTHER,4,183000,360,1/1/2012,Mar-12,94,1,31,748,A23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.15E+11,Z,Edwards-Hoffman,3.99,170000,360,2/1/2012,Apr-12,46,2,34,812,A23,0,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.19E+11,Z,Anderson-Taylor,4.375,101000,360,1/1/2012,Mar-12,80,1,15,800,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.99E+11,Y,"Martinez, Duffy and Bird",4.375,185000,360,2/1/2012,Apr-12,79,1,44,677,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.78E+11,Y,OTHER,3.375,90000,180,3/1/2012,Apr-12,80,2,23,798,C86,0,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.64E+11,Y,"Martinez, Duffy and Bird",3.75,190000,360,1/1/2012,Mar-12,80,1,46,786,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.23E+11,X,OTHER,4.5,81000,360,1/1/2012,Mar-12,53,1,38,783,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.39E+11,Y,"Cole, Brooks and Vincent",4.625,48000,360,2/1/2012,Apr-12,60,1,48,752,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.73E+11,X,"Miller, Mcclure and Allen",3.99,195000,240,2/1/2012,Apr-12,74,2,30,742,B12,0,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.46E+11,X,"Martinez, Duffy and Bird",3.54,184000,180,1/1/2012,Apr-12,36,2,22,783,B12,0,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.91E+11,X,OTHER,4.375,300000,360,2/1/2012,Apr-12,77,1,42,690,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.22E+11,X,OTHER,3.875,173000,360,1/1/2012,Mar-12,51,2,19,766,A23,0,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.08E+11,X,"Miller, Mcclure and Allen",3.875,124000,180,2/1/2012,Apr-12,75,2,39,637,B12,0,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.74E+11,Z,Thornton-Davis,3.25,147000,180,2/1/2012,Apr-12,67,1,32,782,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.19E+11,Y,Browning-Hart,3.25,222000,120,1/1/2012,Mar-12,39,1,19,710,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.64E+11,X,OTHER,3.375,121000,180,2/1/2012,Apr-12,77,2,28,738,A23,0,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.85E+11,X,Browning-Hart,4,392000,360,1/1/2012,Mar-12,68,1,44,742,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.80E+11,Y,Browning-Hart,3.875,417000,360,2/1/2012,Apr-12,52,2,40,719,A23,0,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.36E+11,Y,Browning-Hart,3.875,184000,360,1/1/2012,Mar-12,95,2,19,810,C86,30,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.68E+11,Y,OTHER,4.25,100000,360,3/1/2012,May-12,59,2,24,640,B12,0,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.84E+11,X,OTHER,4,242000,360,1/1/2012,Mar-12,75,1,29,754,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.17E+11,X,Browning-Hart,3.625,310000,240,2/1/2012,Apr-12,40,2,15,812,A23,0,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.52E+11,Y,Browning-Hart,4.75,412000,360,1/1/2012,Mar-12,70,2,48,746,B12,0,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.25E+11,X,"Cole, Brooks and Vincent",4.375,191000,360,2/1/2012,Apr-12,59,1,43,709,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.44E+11,Y,"Swanson, Newton and Miller",4,382000,360,1/1/2012,Mar-12,60,2,46,785,A23,0,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.58E+11,X,OTHER,3.25,101000,180,3/1/2012,May-12,39,2,31,798,A23,0,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.10E+11,Y,Browning-Hart,4.375,187000,360,1/1/2012,Mar-12,75,2,43,746,C86,0,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.54E+11,X,Chapman-Mcmahon,3.375,355000,180,1/1/2012,Mar-12,54,2,20,795,A23,0,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.84E+11,X,OTHER,3.875,260000,360,2/1/2012,Apr-12,80,2,23,788,C86,0,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.56E+11,Y,Browning-Hart,4,70000,240,2/1/2012,Apr-12,80,1,8,773,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.07E+11,Y,Browning-Hart,4.125,238000,360,2/1/2012,Apr-12,88,2,38,809,A23,25,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.11E+11,Y,OTHER,3.375,82000,180,1/1/2012,Mar-12,43,2,17,749,A23,0,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.05E+11,X,Browning-Hart,3.25,150000,120,2/1/2012,Apr-12,50,2,25,801,A23,0,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.27E+11,Y,"Turner, Baldwin and Rhodes",3.875,208000,360,3/1/2012,May-12,68,2,42,735,A23,0,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.13E+11,Y,Browning-Hart,3.875,106000,360,2/1/2012,Apr-12,75,1,49,807,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.38E+11,Z,OTHER,4.5,216000,360,1/1/2012,Mar-12,68,1,43,771,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.86E+11,X,OTHER,3.875,405000,360,1/1/2012,Mar-12,60,2,44,793,A23,0,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.14E+11,Y,Browning-Hart,3.25,127000,180,2/1/2012,Mar-12,75,1,33,778,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.80E+11,X,"Swanson, Newton and Miller",4.375,84000,180,2/1/2012,Apr-12,80,1,34,687,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.38E+11,X,OTHER,3.875,73000,360,1/1/2012,Mar-12,80,2,27,756,C86,0,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.50E+11,X,"Swanson, Newton and Miller",4.375,80000,180,1/1/2012,Mar-12,69,1,26,788,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.32E+11,X,OTHER,3,128000,180,3/1/2012,Apr-12,78,2,30,704,A23,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.63E+11,X,OTHER,4.375,295000,360,2/1/2012,May-12,62,2,40,732,B12,0,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.99E+11,X,OTHER,3.375,191000,180,1/1/2012,Mar-12,66,2,24,794,A23,0,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.64E+11,Y,Browning-Hart,4.375,328000,360,1/1/2012,Mar-12,80,2,35,722,A23,0,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.64E+11,X,OTHER,3.25,137000,180,2/1/2012,Apr-12,80,1,22,756,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.10E+11,X,OTHER,3.75,141000,360,2/1/2012,May-12,60,2,14,794,A23,0,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.88E+11,X,"Martinez, Duffy and Bird",3.56,160000,180,3/1/2012,May-12,85,1,27,794,A23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.47E+11,Y,"Swanson, Newton and Miller",3.375,275000,180,2/1/2012,Apr-12,53,1,26,770,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.76E+11,Z,"Taylor, Hunt and Rodriguez",3.875,370000,360,1/1/2012,Mar-12,74,2,37,807,A23,0,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.19E+11,X,Browning-Hart,3.25,250000,180,2/1/2012,Mar-12,50,2,18,794,A23,0,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.04E+11,X,Browning-Hart,3.875,288000,360,1/1/2012,Mar-12,48,2,21,778,A23,0,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.60E+11,X,OTHER,3.875,152000,240,1/1/2012,Mar-12,53,2,19,798,B12,0,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.71E+11,X,Browning-Hart,5.125,26000,360,2/1/2012,Apr-12,75,2,43,774,C86,0,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.66E+11,X,Browning-Hart,4,90000,360,2/1/2012,Apr-12,72,1,28,726,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.76E+11,X,OTHER,4.25,180000,360,1/1/2012,Mar-12,60,1,28,761,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.78E+11,X,OTHER,3.75,258000,240,2/1/2012,Apr-12,73,2,19,814,A23,0,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.18E+11,Y,Browning-Hart,4.625,148000,360,1/1/2012,Mar-12,75,2,38,802,C86,0,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.50E+11,X,"Martinez, Duffy and Bird",4.375,70000,360,2/1/2012,Apr-12,80,1,20,813,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.76E+11,Y,OTHER,3.99,75000,360,2/1/2012,Apr-12,77,2,20,816,A23,0,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.01E+11,X,"Romero, Woods and Johnson",4.5,188000,240,1/1/2012,Mar-12,57,2,21,678,B12,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.44E+11,X,"Miller, Mcclure and Allen",4.125,132000,240,1/1/2012,Mar-12,44,2,49,744,B12,0,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.22E+11,X,"Martinez, Duffy and Bird",3.84,291000,360,2/1/2012,Apr-12,59,2,44,809,A23,0,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.98E+11,Y,Browning-Hart,3.875,204000,360,1/1/2012,Mar-12,95,1,27,762,C86,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.82E+11,Z,OTHER,3.875,409000,360,2/1/2012,Apr-12,74,2,20,797,A23,0,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.07E+11,Z,Edwards-Hoffman,4.075,133000,360,2/1/2012,Apr-12,59,1,22,757,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.55E+11,X,OTHER,3.875,143000,360,2/1/2012,Apr-12,59,2,35,773,A23,0,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.43E+11,Y,Browning-Hart,4.75,100000,360,1/1/2012,Mar-12,53,1,47,788,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.36E+11,X,OTHER,3.75,314000,360,2/1/2012,May-12,95,2,38,770,C86,30,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.18E+11,Y,Nicholson Group,3.375,215000,180,1/1/2012,Mar-12,34,2,8,803,A23,0,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.96E+11,Z,"Sanchez, Hays and Wilkerson",3.75,346000,360,3/1/2012,May-12,72,2,16,788,A23,0,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.13E+11,Y,Browning-Hart,3.875,202000,360,1/1/2012,Mar-12,60,1,25,762,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.27E+11,Z,Browning-Hart,4.875,340000,360,2/1/2012,Apr-12,80,1,43,673,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.63E+11,X,OTHER,3.875,499000,360,2/1/2012,Apr-12,41,2,23,809,A23,0,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.08E+11,X,Suarez Inc,3.99,380000,360,1/1/2012,Mar-12,79,1,45,803,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.40E+11,Z,Browning-Hart,3.875,417000,360,1/1/2012,Mar-12,51,1,26,774,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.80E+11,Y,Sanchez-Robinson,3.125,121000,180,3/1/2012,May-12,54,2,19,772,B12,0,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.64E+11,Y,Browning-Hart,3.875,105000,180,1/1/2012,Mar-12,80,1,41,794,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.01E+11,X,Browning-Hart,3.875,341000,360,2/1/2012,Apr-12,47,2,18,778,A23,0,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.42E+11,Y,Browning-Hart,3.875,140000,360,2/1/2012,Apr-12,31,1,37,815,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.83E+11,Z,OTHER,3.25,105000,120,1/1/2012,Mar-12,47,2,30,773,A23,0,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.79E+11,X,OTHER,4.125,192000,360,1/1/2012,Mar-12,80,1,21,747,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.51E+11,X,OTHER,4.25,249000,360,2/1/2012,Apr-12,95,1,44,766,C86,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.38E+11,Y,Nicholson Group,3.625,136000,120,1/1/2012,Mar-12,80,2,42,789,A23,0,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.54E+11,Z,Edwards-Hoffman,3.985,399000,360,1/1/2012,Mar-12,79,1,25,802,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.14E+11,Z,Browning-Hart,3.875,290000,360,2/1/2012,Apr-12,64,2,25,812,C86,0,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.51E+11,X,Browning-Hart,4,544000,360,1/1/2012,Mar-12,80,2,25,800,C86,0,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.63E+11,X,Browning-Hart,4.75,396000,360,2/1/2012,Apr-12,87,1,32,784,A23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.85E+11,Z,Browning-Hart,4.375,280000,360,2/1/2012,Apr-12,63,2,37,649,B12,0,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.85E+11,Y,OTHER,3.25,125000,180,3/1/2012,May-12,57,1,24,722,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.17E+11,X,"Swanson, Newton and Miller",4.25,182000,360,2/1/2012,Apr-12,73,2,44,793,B12,0,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.88E+11,X,OTHER,4.5,81000,240,1/1/2012,Mar-12,65,1,23,655,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.09E+11,X,"Swanson, Newton and Miller",4.25,107000,360,1/1/2012,Apr-12,54,2,17,804,A23,0,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.30E+11,Z,Browning-Hart,3.875,335000,360,2/1/2012,Apr-12,21,2,16,806,A23,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.77E+11,Y,Browning-Hart,4.375,97000,360,2/1/2012,Apr-12,75,1,23,796,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.90E+11,X,OTHER,3.875,105000,360,2/1/2012,Apr-12,75,2,31,690,C86,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.09E+11,X,OTHER,3.875,361000,360,2/1/2012,Apr-12,80,1,42,750,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.48E+11,Y,Browning-Hart,3.875,261000,360,2/1/2012,Apr-12,64,2,19,819,A23,0,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.04E+11,X,OTHER,3.75,77000,360,2/1/2012,Apr-12,89,1,36,694,C86,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.36E+11,X,OTHER,3.875,43000,180,1/1/2012,Mar-12,38,1,14,807,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.98E+11,X,OTHER,4.5,292000,360,1/1/2012,Mar-12,80,2,49,701,C86,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.57E+11,X,Browning-Hart,3.875,319000,360,3/1/2012,May-12,85,1,39,797,C86,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.76E+11,Z,OTHER,4,225000,360,3/1/2012,May-12,67,1,40,780,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.58E+11,X,OTHER,4,150000,360,1/1/2012,Mar-12,50,2,38,819,C86,0,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.59E+11,X,OTHER,4.25,226000,360,1/1/2012,Mar-12,70,2,33,803,C86,0,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.63E+11,Y,Sanchez-Robinson,3.375,239000,180,2/1/2012,Apr-12,76,2,24,700,A23,0,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.73E+11,X,"Romero, Woods and Johnson",3.375,80000,180,2/1/2012,Apr-12,66,1,44,702,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.39E+11,Z,Browning-Hart,3.25,226000,180,2/1/2012,Apr-12,74,2,21,755,B12,0,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.68E+11,X,OTHER,3.75,410000,360,3/1/2012,May-12,62,2,24,752,A23,0,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.30E+11,X,OTHER,3.375,269000,180,1/1/2012,Mar-12,63,2,20,807,A23,0,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.62E+11,X,"Swanson, Newton and Miller",4.25,67000,180,1/1/2012,Mar-12,56,2,21,794,A23,0,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.83E+11,X,OTHER,2.75,200000,120,3/1/2012,May-12,66,1,40,801,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.93E+11,Z,OTHER,3.875,298000,360,1/1/2012,Mar-12,89,1,32,765,A23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.63E+11,X,Browning-Hart,4.5,212000,360,1/1/2012,Mar-12,80,2,35,791,A23,0,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.45E+11,X,"Martinez, Duffy and Bird",3.5,155000,180,2/1/2012,Apr-12,80,2,23,786,A23,0,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.34E+11,Y,Edwards-Hoffman,4.375,124000,180,2/1/2012,Apr-12,75,2,44,802,A23,0,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.49E+11,X,OTHER,4,350000,360,3/1/2012,May-12,30,2,39,815,A23,0,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.85E+11,X,OTHER,4.25,102000,360,3/1/2012,May-12,97,2,23,700,C86,35,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.81E+11,Y,Browning-Hart,4,386000,360,1/1/2012,Mar-12,90,2,39,781,C86,25,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.92E+11,X,OTHER,3.875,186000,360,2/1/2012,Apr-12,80,2,23,812,A23,0,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.60E+11,X,Browning-Hart,3.875,257000,360,2/1/2012,Apr-12,65,2,12,774,A23,0,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.88E+11,Y,"Martinez, Duffy and Bird",4.5,317000,360,1/1/2012,Mar-12,74,2,36,792,A23,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.12E+11,X,Browning-Hart,2.875,297000,180,1/1/2012,Mar-12,90,2,39,798,C86,12,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.07E+11,Y,Browning-Hart,4.5,533000,360,2/1/2012,Apr-12,75,1,43,722,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.36E+11,Y,Browning-Hart,3.5,88000,180,1/1/2012,Mar-12,48,2,37,684,A23,0,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.60E+11,Z,Browning-Hart,3.875,207000,360,2/1/2012,Apr-12,46,2,19,816,A23,0,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.11E+11,X,"Miller, Mcclure and Allen",4.125,609000,360,2/1/2012,Mar-12,65,1,14,791,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.37E+11,Z,Richards-Walters,3.25,160000,180,1/1/2012,Mar-12,47,1,35,795,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.89E+11,X,OTHER,3.8,352000,360,2/1/2012,Mar-12,84,2,43,731,A23,12,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.69E+11,X,OTHER,4.5,129000,360,1/1/2012,Mar-12,95,2,35,778,A23,30,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.63E+11,X,OTHER,4.25,462000,360,2/1/2012,Apr-12,18,1,50,798,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
